user,platform,komentar,timestamp,sentimen,cleaned_komentar
qprasetya,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:51:54,negatif,jual es teh jd insecure
najwa81,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:22:21,positif,bener sih kadang netizen baper
rajasakayla,X,gw setuju sih ama omongannya gus,2024-12-23 15:04:38,positif,gw tuju sih ama omong gus
galuhsitompul,X,masih netral aja sih gw liatnya,2024-12-23 15:38:53,netral,netral aja sih gw liat
ajiminmanullang,X,tergantung yg nonton juga sih,2024-12-23 15:25:15,netral,gantung yg nonton sih
ramadansilvia,X,hmm no comment deh,2024-12-23 15:09:28,netral,hmm no comment deh
nnasyiah,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:15:40,negatif,jual es teh jd insecure
gasti79,X,masih netral aja sih gw liatnya,2024-12-23 15:30:50,netral,netral aja sih gw liat
yhabibi,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:12:00,positif,ceramah tetep dapet relax aja guys
tedi52,X,gue liat ini ya udah lah ya,2024-12-23 15:23:59,netral,gue liat ya udah ya
suartinifitriani,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:02:59,positif,ni gus emg aja laku
sakurapradipta,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:39:23,negatif,ga lucu nyakitin hati yg jual
halimahlatika,X,ga sopan bgt ngomong gitu,2024-12-23 15:51:57,negatif,ga sopan bgt ngomong gitu
habibiradika,X,waduh ini sih udah kelewat batas,2024-12-23 15:43:16,negatif,sih udah lewat batas
mpranowo,X,hmm no comment deh,2024-12-23 15:01:01,netral,hmm no comment deh
budimankarya,X,hmm no comment deh,2024-12-23 15:21:48,netral,hmm no comment deh
jefriyuliarti,X,ga sopan bgt ngomong gitu,2024-12-23 15:38:55,negatif,ga sopan bgt ngomong gitu
jefrianggraini,X,waduh ini sih udah kelewat batas,2024-12-23 15:10:56,negatif,sih udah lewat batas
aswani93,X,biasa aja sih,2024-12-23 15:51:37,netral,aja sih
prasastaozy,X,ceramah apaan malah ngehina,2024-12-23 15:24:15,negatif,ceramah ngehina
dalimamelani,X,masih netral aja sih gw liatnya,2024-12-23 15:18:59,netral,netral aja sih gw liat
puput13,X,gw setuju sih ama omongannya gus,2024-12-23 15:01:48,positif,gw tuju sih ama omong gus
tedisiregar,X,tergantung yg nonton juga sih,2024-12-23 15:40:17,netral,gantung yg nonton sih
devi77,X,ceramah apaan malah ngehina,2024-12-23 15:48:52,negatif,ceramah ngehina
emas80,X,gw setuju sih ama omongannya gus,2024-12-23 15:39:06,positif,gw tuju sih ama omong gus
vmanullang,X,gus miftah harus minta maaf sih ini,2024-12-23 15:28:44,negatif,gus miftah maaf sih
kani61,X,tergantung yg nonton juga sih,2024-12-23 15:27:17,netral,gantung yg nonton sih
waluyomulyani,X,ga tau mau bilang apa,2024-12-23 15:23:26,netral,ga tau bilang
oni41,X,ceramah apaan malah ngehina,2024-12-23 15:28:15,negatif,ceramah ngehina
aswanifarida,X,ceramah apaan malah ngehina,2024-12-23 15:18:34,negatif,ceramah ngehina
jhassanah,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:11:06,positif,biar keras niat
sudiatipurwadi,X,ceramah apaan malah ngehina,2024-12-23 15:11:04,negatif,ceramah ngehina
nainggolankarya,X,ceramah apaan malah ngehina,2024-12-23 15:17:33,negatif,ceramah ngehina
warsita73,X,gw setuju sih ama omongannya gus,2024-12-23 15:16:08,positif,gw tuju sih ama omong gus
siraitnabila,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:46:44,positif,biar keras niat
panca17,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:22:40,negatif,ga lucu nyakitin hati yg jual
atma57,X,biasa aja sih,2024-12-23 15:58:43,netral,aja sih
vivianggriawan,X,jujurly lucu banget sih ini 😭,2024-12-23 15:40:46,positif,jujurly lucu banget sih
xhalim,X,tergantung yg nonton juga sih,2024-12-23 15:22:45,netral,gantung yg nonton sih
lestarimursita,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:51,positif,bener sih kadang netizen baper
uyainahsuci,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:08:21,positif,biar keras niat
zulaikadina,X,tergantung yg nonton juga sih,2024-12-23 15:23:04,netral,gantung yg nonton sih
alikahutagalung,X,gus miftah harus minta maaf sih ini,2024-12-23 15:23:45,negatif,gus miftah maaf sih
humairamulyani,X,ceramah apaan malah ngehina,2024-12-23 15:11:31,negatif,ceramah ngehina
saptonomalik,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:33:18,positif,ceramah tetep dapet relax aja guys
tirtaadriansyah,X,waduh ini sih udah kelewat batas,2024-12-23 15:49:50,negatif,sih udah lewat batas
omar37,X,ceramah apaan malah ngehina,2024-12-23 15:28:47,negatif,ceramah ngehina
legawa33,X,ga tau mau bilang apa,2024-12-23 15:19:05,netral,ga tau bilang
balidin24,X,gus miftah harus minta maaf sih ini,2024-12-23 15:06:51,negatif,gus miftah maaf sih
kairavwahyudin,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:03:41,positif,bener sih kadang netizen baper
prasetyo20,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:37:45,positif,biar keras niat
rangga12,X,biasa aja sih,2024-12-23 15:20:42,netral,aja sih
lutfanwasita,X,biasa aja sih,2024-12-23 15:44:40,netral,aja sih
vnugroho,X,gus miftah harus minta maaf sih ini,2024-12-23 15:15:03,negatif,gus miftah maaf sih
maryatielisa,X,gw setuju sih ama omongannya gus,2024-12-23 15:47:55,positif,gw tuju sih ama omong gus
puti02,X,tergantung yg nonton juga sih,2024-12-23 15:38:58,netral,gantung yg nonton sih
putrihartati,X,masih netral aja sih gw liatnya,2024-12-23 15:15:48,netral,netral aja sih gw liat
susanticlara,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:47:04,negatif,ga lucu nyakitin hati yg jual
dinda35,X,gue liat ini ya udah lah ya,2024-12-23 15:38:01,netral,gue liat ya udah ya
yhidayat,X,biasa aja sih,2024-12-23 15:53:51,netral,aja sih
vbudiyanto,X,biasa aja sih,2024-12-23 15:11:35,netral,aja sih
puspasariviman,X,biasa aja sih,2024-12-23 15:33:19,netral,aja sih
hutasoitbella,X,tergantung yg nonton juga sih,2024-12-23 15:09:59,netral,gantung yg nonton sih
maidabudiman,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:21:39,negatif,jual es teh jd insecure
olazuardi,X,waduh ini sih udah kelewat batas,2024-12-23 15:40:54,negatif,sih udah lewat batas
januarwinda,X,jujurly lucu banget sih ini 😭,2024-12-23 15:18:00,positif,jujurly lucu banget sih
harjasa37,X,waduh ini sih udah kelewat batas,2024-12-23 15:21:40,negatif,sih udah lewat batas
salimah32,X,gw setuju sih ama omongannya gus,2024-12-23 15:21:02,positif,gw tuju sih ama omong gus
wisnupermata,X,waduh ini sih udah kelewat batas,2024-12-23 15:12:59,negatif,sih udah lewat batas
rahmidabukke,X,ga sopan bgt ngomong gitu,2024-12-23 15:59:31,negatif,ga sopan bgt ngomong gitu
gunawankusuma,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:54:10,negatif,jual es teh jd insecure
oskar02,X,gue liat ini ya udah lah ya,2024-12-23 15:20:31,netral,gue liat ya udah ya
parman26,X,ceramah apaan malah ngehina,2024-12-23 15:19:14,negatif,ceramah ngehina
adika94,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:13,positif,bener sih kadang netizen baper
kasusra86,X,ga sopan bgt ngomong gitu,2024-12-23 15:50:15,negatif,ga sopan bgt ngomong gitu
bakiantowidodo,X,waduh ini sih udah kelewat batas,2024-12-23 15:45:58,negatif,sih udah lewat batas
nugrohosari,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:25:07,positif,bener sih kadang netizen baper
nhutagalung,X,biasa aja sih,2024-12-23 15:45:34,netral,aja sih
pratiwikayun,X,waduh ini sih udah kelewat batas,2024-12-23 15:05:23,negatif,sih udah lewat batas
radikasihombing,X,waduh ini sih udah kelewat batas,2024-12-23 15:21:08,negatif,sih udah lewat batas
ganepfirgantoro,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:51:01,positif,biar keras niat
simon06,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:10:27,positif,biar keras niat
hairyanto58,X,biasa aja sih,2024-12-23 15:12:20,netral,aja sih
harja05,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:07:37,positif,bener sih kadang netizen baper
vero45,X,ceramah apaan malah ngehina,2024-12-23 15:59:31,negatif,ceramah ngehina
pangestuhesti,X,tergantung yg nonton juga sih,2024-12-23 15:53:57,netral,gantung yg nonton sih
lembahsuartini,X,ceramah apaan malah ngehina,2024-12-23 15:38:33,negatif,ceramah ngehina
satya43,X,gus miftah harus minta maaf sih ini,2024-12-23 15:41:41,negatif,gus miftah maaf sih
prayogosinaga,X,gus miftah harus minta maaf sih ini,2024-12-23 15:01:13,negatif,gus miftah maaf sih
prasastacinthia,X,tergantung yg nonton juga sih,2024-12-23 15:31:23,netral,gantung yg nonton sih
thalimah,X,ga sopan bgt ngomong gitu,2024-12-23 15:18:45,negatif,ga sopan bgt ngomong gitu
firgantorozamira,X,biasa aja sih,2024-12-23 15:02:43,netral,aja sih
radit49,X,masih netral aja sih gw liatnya,2024-12-23 15:00:21,netral,netral aja sih gw liat
santosogaman,X,ceramah apaan malah ngehina,2024-12-23 15:48:11,negatif,ceramah ngehina
hutapeacaket,X,hmm no comment deh,2024-12-23 15:49:09,netral,hmm no comment deh
nalarrahimah,X,masih netral aja sih gw liatnya,2024-12-23 15:05:39,netral,netral aja sih gw liat
karya95,X,ceramah apaan malah ngehina,2024-12-23 15:14:38,negatif,ceramah ngehina
jelitasimbolon,X,tergantung yg nonton juga sih,2024-12-23 15:54:41,netral,gantung yg nonton sih
hasta87,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:34:47,negatif,jual es teh jd insecure
osuartini,X,ga sopan bgt ngomong gitu,2024-12-23 15:08:47,negatif,ga sopan bgt ngomong gitu
bjanuar,X,tergantung yg nonton juga sih,2024-12-23 15:08:56,netral,gantung yg nonton sih
cawisonoharyanti,X,gw setuju sih ama omongannya gus,2024-12-23 15:15:23,positif,gw tuju sih ama omong gus
cakrawalasitorus,X,ga tau mau bilang apa,2024-12-23 15:57:00,netral,ga tau bilang
martanithamrin,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:08:08,positif,bener sih kadang netizen baper
megantarasuci,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:01:30,positif,biar keras niat
laksitadagel,X,ga tau mau bilang apa,2024-12-23 15:43:00,netral,ga tau bilang
heryanto35,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:33:26,negatif,jual es teh jd insecure
rachelhidayanto,X,biasa aja sih,2024-12-23 15:14:03,netral,aja sih
habibicemani,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:27:57,positif,ni gus emg aja laku
jumari08,X,hmm no comment deh,2024-12-23 15:15:19,netral,hmm no comment deh
galihbudiyanto,X,tergantung yg nonton juga sih,2024-12-23 15:56:01,netral,gantung yg nonton sih
ynainggolan,X,ga sopan bgt ngomong gitu,2024-12-23 15:22:03,negatif,ga sopan bgt ngomong gitu
laksmiwatifebi,X,ga tau mau bilang apa,2024-12-23 15:33:31,netral,ga tau bilang
atampubolon,X,ga sopan bgt ngomong gitu,2024-12-23 15:25:56,negatif,ga sopan bgt ngomong gitu
laksitaleo,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:35:16,positif,ceramah tetep dapet relax aja guys
zaenab60,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:07:38,negatif,jual es teh jd insecure
suryatmiasmianto,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:32:52,positif,ceramah tetep dapet relax aja guys
rafid71,X,ceramah apaan malah ngehina,2024-12-23 15:45:07,negatif,ceramah ngehina
fmulyani,X,ceramah apaan malah ngehina,2024-12-23 15:27:25,negatif,ceramah ngehina
banawa40,X,ga sopan bgt ngomong gitu,2024-12-23 15:39:33,negatif,ga sopan bgt ngomong gitu
cakrawala78,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:19:19,positif,biar keras niat
nurdiyantiliman,X,ga tau mau bilang apa,2024-12-23 15:10:21,netral,ga tau bilang
wasitasidiq,X,gue liat ini ya udah lah ya,2024-12-23 15:42:22,netral,gue liat ya udah ya
hutasoitzizi,X,tergantung yg nonton juga sih,2024-12-23 15:44:51,netral,gantung yg nonton sih
cahyasaputra,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:30:02,positif,bener sih kadang netizen baper
laksmiwatiwawan,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:47:04,positif,ceramah tetep dapet relax aja guys
rafi44,X,gue liat ini ya udah lah ya,2024-12-23 15:58:01,netral,gue liat ya udah ya
mpertiwi,X,masih netral aja sih gw liatnya,2024-12-23 15:49:39,netral,netral aja sih gw liat
suryatmisidiq,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:29:22,negatif,jual es teh jd insecure
cahyalailasari,X,gus miftah harus minta maaf sih ini,2024-12-23 15:05:04,negatif,gus miftah maaf sih
lurhur64,X,biasa aja sih,2024-12-23 15:49:42,netral,aja sih
jailjanuar,X,gus miftah harus minta maaf sih ini,2024-12-23 15:08:25,negatif,gus miftah maaf sih
nugrahasantoso,X,hmm no comment deh,2024-12-23 15:51:29,netral,hmm no comment deh
wartakusmawati,X,ga sopan bgt ngomong gitu,2024-12-23 15:46:24,negatif,ga sopan bgt ngomong gitu
lasmononashiruddin,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:42:19,positif,ni gus emg aja laku
maryaditira,X,ga sopan bgt ngomong gitu,2024-12-23 15:12:33,negatif,ga sopan bgt ngomong gitu
vwinarno,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:05:17,positif,ni gus emg aja laku
suryonomitra,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:42:14,positif,bener sih kadang netizen baper
mansurdevi,X,gue liat ini ya udah lah ya,2024-12-23 15:52:31,netral,gue liat ya udah ya
agnesprayoga,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:05:35,positif,biar keras niat
awijayanti,X,ceramah apaan malah ngehina,2024-12-23 15:35:47,negatif,ceramah ngehina
haryantipaiman,X,ga sopan bgt ngomong gitu,2024-12-23 15:48:33,negatif,ga sopan bgt ngomong gitu
rahmawatieli,X,masih netral aja sih gw liatnya,2024-12-23 15:44:14,netral,netral aja sih gw liat
kaylasaragih,X,gue liat ini ya udah lah ya,2024-12-23 15:25:53,netral,gue liat ya udah ya
widodosilvia,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:18:48,positif,ceramah tetep dapet relax aja guys
damunatsir,X,gue liat ini ya udah lah ya,2024-12-23 15:18:18,netral,gue liat ya udah ya
mariadimayasari,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:26:54,positif,ni gus emg aja laku
namagaparis,X,hmm no comment deh,2024-12-23 15:56:36,netral,hmm no comment deh
farahfujiati,X,gue liat ini ya udah lah ya,2024-12-23 15:20:06,netral,gue liat ya udah ya
vimanmaryadi,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:43:26,negatif,ga lucu nyakitin hati yg jual
usadaeman,X,hmm no comment deh,2024-12-23 15:30:18,netral,hmm no comment deh
almira95,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:04:05,positif,biar keras niat
pranowohesti,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:55:28,positif,biar keras niat
cawuksaptono,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:44:35,positif,biar keras niat
hsitumorang,X,gus miftah harus minta maaf sih ini,2024-12-23 15:10:35,negatif,gus miftah maaf sih
nalarsitumorang,X,ceramah apaan malah ngehina,2024-12-23 15:53:42,negatif,ceramah ngehina
lalamarbun,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:25:27,negatif,jual es teh jd insecure
padminamaga,X,biasa aja sih,2024-12-23 15:32:41,netral,aja sih
tambamartaka,X,gw setuju sih ama omongannya gus,2024-12-23 15:33:10,positif,gw tuju sih ama omong gus
raisarajasa,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:39:54,positif,ni gus emg aja laku
marwata82,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:53:12,negatif,jual es teh jd insecure
winarnosidiq,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:48:35,positif,ceramah tetep dapet relax aja guys
ramadanlanang,X,gw setuju sih ama omongannya gus,2024-12-23 15:04:47,positif,gw tuju sih ama omong gus
raden75,X,waduh ini sih udah kelewat batas,2024-12-23 15:06:16,negatif,sih udah lewat batas
jharyanto,X,hmm no comment deh,2024-12-23 15:51:01,netral,hmm no comment deh
psihotang,X,waduh ini sih udah kelewat batas,2024-12-23 15:28:04,negatif,sih udah lewat batas
agustinahani,X,waduh ini sih udah kelewat batas,2024-12-23 15:14:50,negatif,sih udah lewat batas
damanikcitra,X,waduh ini sih udah kelewat batas,2024-12-23 15:38:09,negatif,sih udah lewat batas
tampubolonluthfi,X,ceramah apaan malah ngehina,2024-12-23 15:43:35,negatif,ceramah ngehina
olivialestari,X,jujurly lucu banget sih ini 😭,2024-12-23 15:18:45,positif,jujurly lucu banget sih
usuryatmi,X,gw setuju sih ama omongannya gus,2024-12-23 15:32:19,positif,gw tuju sih ama omong gus
prasastaella,X,gw setuju sih ama omongannya gus,2024-12-23 15:52:28,positif,gw tuju sih ama omong gus
sabararyani,X,gus miftah harus minta maaf sih ini,2024-12-23 15:02:47,negatif,gus miftah maaf sih
paiman89,X,biasa aja sih,2024-12-23 15:00:31,netral,aja sih
dipa80,X,waduh ini sih udah kelewat batas,2024-12-23 15:48:42,negatif,sih udah lewat batas
anom11,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:56:17,positif,bener sih kadang netizen baper
hendribudiman,X,waduh ini sih udah kelewat batas,2024-12-23 15:33:02,negatif,sih udah lewat batas
ksetiawan,X,waduh ini sih udah kelewat batas,2024-12-23 15:52:36,negatif,sih udah lewat batas
suartinivivi,X,biasa aja sih,2024-12-23 15:54:42,netral,aja sih
iranuraini,X,hmm no comment deh,2024-12-23 15:13:19,netral,hmm no comment deh
utamigalar,X,gue liat ini ya udah lah ya,2024-12-23 15:37:46,netral,gue liat ya udah ya
kamilawaluyo,X,ceramah apaan malah ngehina,2024-12-23 15:29:14,negatif,ceramah ngehina
taniagunarto,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:48:29,positif,ceramah tetep dapet relax aja guys
lasmanto95,X,gw setuju sih ama omongannya gus,2024-12-23 15:52:16,positif,gw tuju sih ama omong gus
gamblangsalahudin,X,gus miftah harus minta maaf sih ini,2024-12-23 15:18:28,negatif,gus miftah maaf sih
balidinutama,X,masih netral aja sih gw liatnya,2024-12-23 15:05:09,netral,netral aja sih gw liat
gamani86,X,jujurly lucu banget sih ini 😭,2024-12-23 15:04:27,positif,jujurly lucu banget sih
adriansyahadiarja,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:45:42,negatif,jual es teh jd insecure
prabowoclara,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:35:38,positif,biar keras niat
xwahyuni,X,biasa aja sih,2024-12-23 15:12:11,netral,aja sih
zizinapitupulu,X,gus miftah harus minta maaf sih ini,2024-12-23 15:37:11,negatif,gus miftah maaf sih
bellaanggriawan,X,ceramah apaan malah ngehina,2024-12-23 15:31:48,negatif,ceramah ngehina
mahesapermata,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:05:07,positif,ni gus emg aja laku
verowidiastuti,X,masih netral aja sih gw liatnya,2024-12-23 15:55:43,netral,netral aja sih gw liat
bsimbolon,X,waduh ini sih udah kelewat batas,2024-12-23 15:59:46,negatif,sih udah lewat batas
fsuryatmi,X,gue liat ini ya udah lah ya,2024-12-23 15:44:24,netral,gue liat ya udah ya
onugroho,X,ga sopan bgt ngomong gitu,2024-12-23 15:14:31,negatif,ga sopan bgt ngomong gitu
budimaneka,X,jujurly lucu banget sih ini 😭,2024-12-23 15:34:04,positif,jujurly lucu banget sih
siregargenta,X,waduh ini sih udah kelewat batas,2024-12-23 15:17:43,negatif,sih udah lewat batas
usadaeka,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:12:33,positif,ceramah tetep dapet relax aja guys
suryonopandu,X,gus miftah harus minta maaf sih ini,2024-12-23 15:59:39,negatif,gus miftah maaf sih
narji81,X,masih netral aja sih gw liatnya,2024-12-23 15:22:26,netral,netral aja sih gw liat
kuswandarinilam,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:06:45,negatif,ga lucu nyakitin hati yg jual
paulin44,X,ga sopan bgt ngomong gitu,2024-12-23 15:08:34,negatif,ga sopan bgt ngomong gitu
galih82,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:34:11,negatif,jual es teh jd insecure
rahayujail,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:24:44,positif,biar keras niat
purwantimaman,X,hmm no comment deh,2024-12-23 15:16:33,netral,hmm no comment deh
wsaragih,X,masih netral aja sih gw liatnya,2024-12-23 15:25:41,netral,netral aja sih gw liat
nasyiahpadmi,X,ga sopan bgt ngomong gitu,2024-12-23 15:49:31,negatif,ga sopan bgt ngomong gitu
namagakala,X,ga tau mau bilang apa,2024-12-23 15:18:17,netral,ga tau bilang
cakrawangsaandriani,X,gus miftah harus minta maaf sih ini,2024-12-23 15:44:05,negatif,gus miftah maaf sih
astutieja,X,ceramah apaan malah ngehina,2024-12-23 15:24:06,negatif,ceramah ngehina
rahimahjoko,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:42:11,negatif,ga lucu nyakitin hati yg jual
septihutapea,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:51:51,positif,biar keras niat
gaduhuyainah,X,hmm no comment deh,2024-12-23 15:29:49,netral,hmm no comment deh
siskamaheswara,X,waduh ini sih udah kelewat batas,2024-12-23 15:21:35,negatif,sih udah lewat batas
jabal23,X,ceramah apaan malah ngehina,2024-12-23 15:56:33,negatif,ceramah ngehina
maryatigaman,X,gus miftah harus minta maaf sih ini,2024-12-23 15:16:27,negatif,gus miftah maaf sih
iswahyudijaswadi,X,tergantung yg nonton juga sih,2024-12-23 15:25:11,netral,gantung yg nonton sih
reza97,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:48:39,negatif,ga lucu nyakitin hati yg jual
cwijaya,X,tergantung yg nonton juga sih,2024-12-23 15:11:12,netral,gantung yg nonton sih
ilyas12,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:23:10,positif,ni gus emg aja laku
kairavprasetya,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:56:38,positif,bener sih kadang netizen baper
bakda85,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:25:28,negatif,ga lucu nyakitin hati yg jual
putri10,X,ga tau mau bilang apa,2024-12-23 15:38:46,netral,ga tau bilang
ardiantoasirwanda,X,masih netral aja sih gw liatnya,2024-12-23 15:23:55,netral,netral aja sih gw liat
puspitadarmaji,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:10:17,positif,ceramah tetep dapet relax aja guys
rjailani,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:09:14,negatif,ga lucu nyakitin hati yg jual
zalindra72,X,masih netral aja sih gw liatnya,2024-12-23 15:09:05,netral,netral aja sih gw liat
rafidmelani,X,biasa aja sih,2024-12-23 15:01:43,netral,aja sih
ismailjailani,X,ceramah apaan malah ngehina,2024-12-23 15:54:31,negatif,ceramah ngehina
yrajasa,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:57:10,negatif,ga lucu nyakitin hati yg jual
nurdiyantigambira,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:32:09,negatif,jual es teh jd insecure
ina82,X,waduh ini sih udah kelewat batas,2024-12-23 15:49:37,negatif,sih udah lewat batas
latif13,X,ga tau mau bilang apa,2024-12-23 15:58:43,netral,ga tau bilang
qdabukke,X,ceramah apaan malah ngehina,2024-12-23 15:03:42,negatif,ceramah ngehina
daniswarasuryatmi,X,hmm no comment deh,2024-12-23 15:03:01,netral,hmm no comment deh
ysaputra,X,tergantung yg nonton juga sih,2024-12-23 15:36:35,netral,gantung yg nonton sih
kardi97,X,ceramah apaan malah ngehina,2024-12-23 15:27:40,negatif,ceramah ngehina
tpertiwi,X,gus miftah harus minta maaf sih ini,2024-12-23 15:16:22,negatif,gus miftah maaf sih
galiononarpati,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:47:10,negatif,jual es teh jd insecure
zalindra32,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:35,positif,bener sih kadang netizen baper
situmorangfaizah,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:57:35,positif,ceramah tetep dapet relax aja guys
garaprasetyo,X,ga sopan bgt ngomong gitu,2024-12-23 15:29:53,negatif,ga sopan bgt ngomong gitu
nsihombing,X,waduh ini sih udah kelewat batas,2024-12-23 15:18:58,negatif,sih udah lewat batas
gaimanwahyudin,X,biasa aja sih,2024-12-23 15:58:00,netral,aja sih
balidin64,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:06:22,positif,bener sih kadang netizen baper
paramitaiswahyudi,X,masih netral aja sih gw liatnya,2024-12-23 15:22:18,netral,netral aja sih gw liat
rendyprastuti,X,tergantung yg nonton juga sih,2024-12-23 15:16:59,netral,gantung yg nonton sih
nainggolanhartana,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:55:06,negatif,ga lucu nyakitin hati yg jual
putrajindra,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:47:13,negatif,jual es teh jd insecure
kawacawulandari,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:49:47,negatif,ga lucu nyakitin hati yg jual
mwidodo,X,gue liat ini ya udah lah ya,2024-12-23 15:52:39,netral,gue liat ya udah ya
gangsarlaksmiwati,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:43:57,negatif,jual es teh jd insecure
irmatamba,X,tergantung yg nonton juga sih,2024-12-23 15:34:32,netral,gantung yg nonton sih
wpalastri,X,jujurly lucu banget sih ini 😭,2024-12-23 15:32:05,positif,jujurly lucu banget sih
langgengnugroho,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:41:33,positif,bener sih kadang netizen baper
ayolanda,X,biasa aja sih,2024-12-23 15:08:00,netral,aja sih
nsuwarno,X,ga sopan bgt ngomong gitu,2024-12-23 15:15:08,negatif,ga sopan bgt ngomong gitu
halimadiarja,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:31:20,negatif,ga lucu nyakitin hati yg jual
qnajmudin,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:53:25,positif,ni gus emg aja laku
prakosahabibi,X,masih netral aja sih gw liatnya,2024-12-23 15:22:28,netral,netral aja sih gw liat
zaenabsaefullah,X,ga tau mau bilang apa,2024-12-23 15:45:58,netral,ga tau bilang
astutifathonah,X,ceramah apaan malah ngehina,2024-12-23 15:40:12,negatif,ceramah ngehina
harjaya10,X,ga tau mau bilang apa,2024-12-23 15:43:41,netral,ga tau bilang
cagustina,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:08:24,negatif,jual es teh jd insecure
hanimegantara,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:15:53,positif,ni gus emg aja laku
