user,platform,komentar,timestamp,sentimen
kani53,X,masih netral aja sih gw liatnya,2024-12-23 15:45:54,netral
marsitoprabowo,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:47:46,positif
nainggolankezia,X,jujurly lucu banget sih ini 😭,2024-12-23 15:32:33,positif
harsaya95,X,biasa aja sih,2024-12-23 15:10:43,netral
almirahastuti,X,ga tau mau bilang apa,2024-12-23 15:45:43,netral
garanwidiastuti,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:51:49,positif
opungprabowo,X,tergantung yg nonton juga sih,2024-12-23 15:24:59,netral
nrimasaputra,X,waduh ini sih udah kelewat batas,2024-12-23 15:57:49,negatif
widodoella,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:51:33,positif
ewasita,X,gw setuju sih ama omongannya gus,2024-12-23 15:33:22,positif
slestari,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:33:30,positif
egapermata,X,ceramah apaan malah ngehina,2024-12-23 15:13:17,negatif
gadakuswandari,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:14:53,positif
jagapati83,X,gus miftah harus minta maaf sih ini,2024-12-23 15:27:54,negatif
usmansihombing,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:48:59,negatif
yessiwaluyo,X,hmm no comment deh,2024-12-23 15:58:15,netral
ajiminhasanah,X,masih netral aja sih gw liatnya,2024-12-23 15:33:34,netral
ulvazulaika,X,biasa aja sih,2024-12-23 15:29:06,netral
waluyogatot,X,ceramah apaan malah ngehina,2024-12-23 15:51:37,negatif
taufan99,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:57:41,negatif
saefullahkasiran,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:46:56,positif
zulkarnainibrahim,X,gus miftah harus minta maaf sih ini,2024-12-23 15:11:04,negatif
nasyiahperkasa,X,ga sopan bgt ngomong gitu,2024-12-23 15:06:50,negatif
rahmawatiwardi,X,biasa aja sih,2024-12-23 15:46:26,netral
kurniawanlukita,X,gue liat ini ya udah lah ya,2024-12-23 15:20:14,netral
vrajata,X,hmm no comment deh,2024-12-23 15:08:49,netral
baktionopranowo,X,hmm no comment deh,2024-12-23 15:51:22,netral
puspa80,X,ga tau mau bilang apa,2024-12-23 15:25:55,netral
vsitompul,X,biasa aja sih,2024-12-23 15:03:50,netral
agus74,X,tergantung yg nonton juga sih,2024-12-23 15:29:12,netral
leo85,X,jujurly lucu banget sih ini 😭,2024-12-23 15:06:43,positif
calistasihombing,X,ceramah apaan malah ngehina,2024-12-23 15:15:48,negatif
siti74,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:23:33,positif
permataridwan,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:04:59,positif
paimanusamah,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:00:20,positif
yunita17,X,jujurly lucu banget sih ini 😭,2024-12-23 15:19:26,positif
uchita69,X,ga tau mau bilang apa,2024-12-23 15:22:47,netral
nababansalwa,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:27:39,positif
rizkipermata,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:00:53,positif
usadabalidin,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:36:22,positif
pratamabakti,X,gus miftah harus minta maaf sih ini,2024-12-23 15:22:50,negatif
sudiatidacin,X,gue liat ini ya udah lah ya,2024-12-23 15:16:24,netral
syahrinilailasari,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:16:35,positif
gunartozaenab,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:41:51,positif
wijayantieli,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:48:46,positif
purwa06,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:16:47,negatif
prastutiyessi,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:07:48,negatif
maimunah08,X,jujurly lucu banget sih ini 😭,2024-12-23 15:45:03,positif
dariminwibisono,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:07:22,positif
kenzielaksita,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:03:49,negatif
samsul22,X,ga tau mau bilang apa,2024-12-23 15:50:09,netral
jailaniopan,X,gue liat ini ya udah lah ya,2024-12-23 15:02:10,netral
soleh02,X,hmm no comment deh,2024-12-23 15:41:39,netral
cengkirsalahudin,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:29:21,positif
hpadmasari,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:53:11,positif
genta88,X,ga sopan bgt ngomong gitu,2024-12-23 15:08:59,negatif
daru98,X,gus miftah harus minta maaf sih ini,2024-12-23 15:04:35,negatif
qsirait,X,masih netral aja sih gw liatnya,2024-12-23 15:30:56,netral
atmajamegantara,X,waduh ini sih udah kelewat batas,2024-12-23 15:29:07,negatif
bajraginiswahyudi,X,ga tau mau bilang apa,2024-12-23 15:06:18,netral
salmanpuspasari,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:45:23,negatif
kamaria09,X,ga sopan bgt ngomong gitu,2024-12-23 15:54:58,negatif
prasetyo19,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:57:07,positif
purnawatixanana,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:00:28,positif
ramadangawati,X,waduh ini sih udah kelewat batas,2024-12-23 15:29:29,negatif
nugrahasuryono,X,biasa aja sih,2024-12-23 15:46:15,netral
cahyadi00,X,gus miftah harus minta maaf sih ini,2024-12-23 15:08:26,negatif
unuraini,X,ga sopan bgt ngomong gitu,2024-12-23 15:47:26,negatif
lwahyuni,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:07:53,positif
zgunarto,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:50:48,positif
damar76,X,waduh ini sih udah kelewat batas,2024-12-23 15:55:22,negatif
ghaliyatiuwais,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:38:07,negatif
mulyanigabriella,X,tergantung yg nonton juga sih,2024-12-23 15:28:00,netral
vmelani,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:29:36,positif
isaptono,X,ceramah apaan malah ngehina,2024-12-23 15:02:31,negatif
warsita88,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:02:18,positif
palastrisidiq,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:32:23,negatif
opudjiastuti,X,gw setuju sih ama omongannya gus,2024-12-23 15:49:57,positif
haryantidiah,X,hmm no comment deh,2024-12-23 15:00:11,netral
ameliarajata,X,hmm no comment deh,2024-12-23 15:43:08,netral
ikin07,X,ga tau mau bilang apa,2024-12-23 15:30:30,netral
putu37,X,hmm no comment deh,2024-12-23 15:23:09,netral
manullangwarta,X,gus miftah harus minta maaf sih ini,2024-12-23 15:53:03,negatif
bnamaga,X,ceramah apaan malah ngehina,2024-12-23 15:34:25,negatif
latuponobakti,X,hmm no comment deh,2024-12-23 15:59:28,netral
qmayasari,X,ga sopan bgt ngomong gitu,2024-12-23 15:03:43,negatif
malik50,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:55:51,negatif
haryantiwage,X,ceramah apaan malah ngehina,2024-12-23 15:06:36,negatif
suryatmidarimin,X,tergantung yg nonton juga sih,2024-12-23 15:09:34,netral
putraadiarja,X,gus miftah harus minta maaf sih ini,2024-12-23 15:29:38,negatif
praboworaisa,X,jujurly lucu banget sih ini 😭,2024-12-23 15:00:32,positif
nababanraharja,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:51:51,positif
cager52,X,biasa aja sih,2024-12-23 15:58:01,netral
cengkalthamrin,X,masih netral aja sih gw liatnya,2024-12-23 15:33:02,netral
inababan,X,gue liat ini ya udah lah ya,2024-12-23 15:33:47,netral
saptonoopung,X,gw setuju sih ama omongannya gus,2024-12-23 15:36:16,positif
vegakurniawan,X,biasa aja sih,2024-12-23 15:33:59,netral
harjaya24,X,masih netral aja sih gw liatnya,2024-12-23 15:55:17,netral
olivanamaga,X,gus miftah harus minta maaf sih ini,2024-12-23 15:35:24,negatif
laksitazulaikha,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:07:41,negatif
gadahakim,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:46:06,positif
galuhmaryati,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:06:54,positif
dsitumorang,X,ceramah apaan malah ngehina,2024-12-23 15:05:12,negatif
luwar97,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:59:23,positif
cornelia66,X,ga tau mau bilang apa,2024-12-23 15:37:29,netral
tirta21,X,gus miftah harus minta maaf sih ini,2024-12-23 15:24:14,negatif
siraitkania,X,gw setuju sih ama omongannya gus,2024-12-23 15:53:54,positif
humairanamaga,X,gus miftah harus minta maaf sih ini,2024-12-23 15:46:49,negatif
gatra87,X,waduh ini sih udah kelewat batas,2024-12-23 15:44:05,negatif
radika24,X,ga tau mau bilang apa,2024-12-23 15:39:07,netral
ikabudiyanto,X,gue liat ini ya udah lah ya,2024-12-23 15:56:26,netral
bambang62,X,gue liat ini ya udah lah ya,2024-12-23 15:14:17,netral
drajat56,X,ga sopan bgt ngomong gitu,2024-12-23 15:25:17,negatif
samosirsabar,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:36:44,positif
kurniawanakarsana,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:32:19,positif
aurorapradipta,X,gus miftah harus minta maaf sih ini,2024-12-23 15:14:12,negatif
prayogohutasoit,X,ceramah apaan malah ngehina,2024-12-23 15:38:58,negatif
mardhiyahdevi,X,gus miftah harus minta maaf sih ini,2024-12-23 15:13:20,negatif
laksitanrima,X,ga tau mau bilang apa,2024-12-23 15:02:02,netral
winarnoyusuf,X,biasa aja sih,2024-12-23 15:10:56,netral
asirwadanasyidah,X,gus miftah harus minta maaf sih ini,2024-12-23 15:21:55,negatif
uardianto,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:48:48,positif
mahmud59,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:55:18,positif
elisa56,X,gw setuju sih ama omongannya gus,2024-12-23 15:56:38,positif
dacin76,X,gw setuju sih ama omongannya gus,2024-12-23 15:17:03,positif
citra79,X,ga sopan bgt ngomong gitu,2024-12-23 15:35:09,negatif
zwahyudin,X,masih netral aja sih gw liatnya,2024-12-23 15:23:15,netral
atma84,X,gus miftah harus minta maaf sih ini,2024-12-23 15:13:04,negatif
ymustofa,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:46:25,negatif
maria93,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:01:40,positif
rahmat92,X,ceramah apaan malah ngehina,2024-12-23 15:45:22,negatif
psimbolon,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:17:07,negatif
kenzie77,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:27:08,negatif
utamizamira,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:13:58,positif
xsihombing,X,ga sopan bgt ngomong gitu,2024-12-23 15:57:46,negatif
kasimhutapea,X,gus miftah harus minta maaf sih ini,2024-12-23 15:29:06,negatif
dpuspasari,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:49:44,positif
gara33,X,jujurly lucu banget sih ini 😭,2024-12-23 15:56:52,positif
agus09,X,ga sopan bgt ngomong gitu,2024-12-23 15:03:19,negatif
maidaaryani,X,ceramah apaan malah ngehina,2024-12-23 15:14:59,negatif
oyuniar,X,waduh ini sih udah kelewat batas,2024-12-23 15:02:13,negatif
drajatpradana,X,ga sopan bgt ngomong gitu,2024-12-23 15:04:27,negatif
ajimatmaulana,X,gus miftah harus minta maaf sih ini,2024-12-23 15:02:01,negatif
uda14,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:48:49,negatif
hastawahyuni,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:29:25,positif
wahyulaksita,X,masih netral aja sih gw liatnya,2024-12-23 15:07:06,netral
mulyanicawisono,X,gw setuju sih ama omongannya gus,2024-12-23 15:55:45,positif
wulan31,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:47:20,positif
rosman09,X,ga tau mau bilang apa,2024-12-23 15:50:01,netral
gamantosuryatmi,X,jujurly lucu banget sih ini 😭,2024-12-23 15:34:43,positif
najib04,X,hmm no comment deh,2024-12-23 15:40:37,netral
vanyadabukke,X,waduh ini sih udah kelewat batas,2024-12-23 15:04:41,negatif
opung00,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:49:40,positif
ksuartini,X,masih netral aja sih gw liatnya,2024-12-23 15:39:44,netral
afujiati,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:14:57,positif
jpudjiastuti,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:23:39,negatif
anikusmawati,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:50:37,negatif
omar91,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:14:52,negatif
karenyuliarti,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:31:08,negatif
bakiman05,X,masih netral aja sih gw liatnya,2024-12-23 15:13:38,netral
rardianto,X,jujurly lucu banget sih ini 😭,2024-12-23 15:30:23,positif
prabowojati,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:17:17,positif
salwa08,X,gue liat ini ya udah lah ya,2024-12-23 15:07:33,netral
astutiprakosa,X,gw setuju sih ama omongannya gus,2024-12-23 15:44:01,positif
raisawahyudin,X,ceramah apaan malah ngehina,2024-12-23 15:09:40,negatif
sinagamelinda,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:21:30,positif
olivasitorus,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:51:22,negatif
ajengprasetya,X,gus miftah harus minta maaf sih ini,2024-12-23 15:44:10,negatif
sitorusratih,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:38:08,negatif
puputanggraini,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:40:13,positif
prasetyo64,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:23:11,negatif
artanto47,X,ceramah apaan malah ngehina,2024-12-23 15:06:59,negatif
wpudjiastuti,X,biasa aja sih,2024-12-23 15:23:50,netral
endahwaskita,X,ceramah apaan malah ngehina,2024-12-23 15:42:52,negatif
prabu32,X,hmm no comment deh,2024-12-23 15:15:02,netral
faizahoktaviani,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:40:18,negatif
suryonoayu,X,ceramah apaan malah ngehina,2024-12-23 15:57:48,negatif
hairyanto09,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:33:46,positif
galak08,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:09:53,positif
cmaulana,X,gus miftah harus minta maaf sih ini,2024-12-23 15:37:04,negatif
kasim61,X,hmm no comment deh,2024-12-23 15:18:15,netral
bala61,X,ceramah apaan malah ngehina,2024-12-23 15:55:37,negatif
taliariyanti,X,hmm no comment deh,2024-12-23 15:33:58,netral
aswani31,X,gue liat ini ya udah lah ya,2024-12-23 15:01:06,netral
gangsadongoran,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:55:16,positif
suryatmiutama,X,tergantung yg nonton juga sih,2024-12-23 15:40:32,netral
purwantiupik,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:15:44,positif
cahyowaskita,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:24:42,positif
mahfudpuspita,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:04:28,positif
calista67,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:01:26,positif
enteng42,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:22:38,negatif
darman86,X,ga tau mau bilang apa,2024-12-23 15:39:01,netral
harjaanggriawan,X,hmm no comment deh,2024-12-23 15:49:30,netral
nsantoso,X,waduh ini sih udah kelewat batas,2024-12-23 15:56:10,negatif
lazuardikarta,X,ga sopan bgt ngomong gitu,2024-12-23 15:56:59,negatif
martakawahyudin,X,hmm no comment deh,2024-12-23 15:48:30,netral
endah70,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:51:34,positif
nasab38,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:04:48,positif
johan97,X,gw setuju sih ama omongannya gus,2024-12-23 15:53:05,positif
nugrahamaulana,X,gus miftah harus minta maaf sih ini,2024-12-23 15:07:47,negatif
uliramadan,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:54:42,positif
karna37,X,tergantung yg nonton juga sih,2024-12-23 15:22:08,netral
tnajmudin,X,waduh ini sih udah kelewat batas,2024-12-23 15:44:01,negatif
baktiadihalimah,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:45:36,negatif
gamani14,X,gue liat ini ya udah lah ya,2024-12-23 15:44:51,netral
respati78,X,gw setuju sih ama omongannya gus,2024-12-23 15:49:53,positif
putraian,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:16:23,negatif
maryatiikhsan,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:05:01,negatif
edward98,X,tergantung yg nonton juga sih,2024-12-23 15:24:49,netral
zpuspita,X,waduh ini sih udah kelewat batas,2024-12-23 15:03:46,negatif
wulandariviman,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:03:53,positif
pandu22,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:25:54,negatif
xanana32,X,ga sopan bgt ngomong gitu,2024-12-23 15:05:11,negatif
jindra71,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:59:57,negatif
balijanwahyuni,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:14:53,positif
budimanrama,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:23:54,positif
mtamba,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:43:02,positif
hutagalungatmaja,X,waduh ini sih udah kelewat batas,2024-12-23 15:24:31,negatif
diahnatsir,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:23:07,positif
bahuraksa72,X,hmm no comment deh,2024-12-23 15:24:09,netral
usiregar,X,tergantung yg nonton juga sih,2024-12-23 15:37:29,netral
rika83,X,masih netral aja sih gw liatnya,2024-12-23 15:30:34,netral
ibraniprakasa,X,jujurly lucu banget sih ini 😭,2024-12-23 15:09:54,positif
juyainah,X,jujurly lucu banget sih ini 😭,2024-12-23 15:50:27,positif
warjiwaskita,X,gus miftah harus minta maaf sih ini,2024-12-23 15:19:00,negatif
mariadisudiati,X,ga sopan bgt ngomong gitu,2024-12-23 15:08:40,negatif
patriciasudiati,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:37:39,positif
lazuardihairyanto,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:44:46,negatif
maulanazaenab,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:51:41,negatif
nardi66,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:24:00,positif
ktamba,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:22:38,positif
wprasetya,X,ga sopan bgt ngomong gitu,2024-12-23 15:31:37,negatif
yunitawinarsih,X,gus miftah harus minta maaf sih ini,2024-12-23 15:53:06,negatif
tambalega,X,biasa aja sih,2024-12-23 15:04:43,netral
digdayaiswahyudi,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:56:51,positif
wulandarihamima,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:52:27,positif
permatapadmi,X,waduh ini sih udah kelewat batas,2024-12-23 15:23:08,negatif
rosmanmaheswara,X,tergantung yg nonton juga sih,2024-12-23 15:04:39,netral
yoga51,X,gue liat ini ya udah lah ya,2024-12-23 15:49:08,netral
jaeman32,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:57:48,positif
sabar66,X,ga sopan bgt ngomong gitu,2024-12-23 15:41:45,negatif
danang53,X,ceramah apaan malah ngehina,2024-12-23 15:41:30,negatif
zaenabriyanti,X,ga tau mau bilang apa,2024-12-23 15:38:46,netral
yusada,X,gue liat ini ya udah lah ya,2024-12-23 15:15:37,netral
dalimanmaryati,X,tergantung yg nonton juga sih,2024-12-23 15:26:58,netral
hamzah17,X,tergantung yg nonton juga sih,2024-12-23 15:54:39,netral
jaya55,X,ceramah apaan malah ngehina,2024-12-23 15:12:40,negatif
kenesramadan,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:02:21,negatif
tirtasaptono,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:10:44,negatif
susantimursinin,X,ceramah apaan malah ngehina,2024-12-23 15:10:57,negatif
wacanalamar,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:51:59,positif
bharyanto,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:24:19,negatif
marwata08,X,gue liat ini ya udah lah ya,2024-12-23 15:33:38,netral
yuliantiasmianto,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:02:32,positif
daryani74,X,ga sopan bgt ngomong gitu,2024-12-23 15:13:53,negatif
budinajmudin,X,masih netral aja sih gw liatnya,2024-12-23 15:43:32,netral
jasmin74,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:01:05,negatif
rini65,X,jujurly lucu banget sih ini 😭,2024-12-23 15:08:56,positif
oktavianipaiman,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:39:11,negatif
mulyapradana,X,jujurly lucu banget sih ini 😭,2024-12-23 15:03:31,positif
abyasa81,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:41:15,positif
zlestari,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:27:51,positif
clarapurwanti,X,gw setuju sih ama omongannya gus,2024-12-23 15:57:07,positif
siswahyudi,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:10:06,positif
niyagaprayoga,X,ga sopan bgt ngomong gitu,2024-12-23 15:48:41,negatif
wastutiilyas,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:56:05,positif
rudi57,X,waduh ini sih udah kelewat batas,2024-12-23 15:06:11,negatif
maimunah56,X,gue liat ini ya udah lah ya,2024-12-23 15:41:00,netral
ibrahim89,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:03:34,negatif
uyainahwidya,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:38:05,negatif
citraardianto,X,biasa aja sih,2024-12-23 15:03:58,netral
hadizulkarnain,X,gw setuju sih ama omongannya gus,2024-12-23 15:43:33,positif
rahmi67,X,gw setuju sih ama omongannya gus,2024-12-23 15:47:55,positif
bakti25,X,masih netral aja sih gw liatnya,2024-12-23 15:39:09,netral
tampubolonnadine,X,tergantung yg nonton juga sih,2024-12-23 15:20:27,netral
permadighaliyati,X,gue liat ini ya udah lah ya,2024-12-23 15:04:01,netral
kadirhastuti,X,jujurly lucu banget sih ini 😭,2024-12-23 15:22:52,positif
omansur,X,biasa aja sih,2024-12-23 15:48:18,netral
winarnoadikara,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:20:28,negatif
wardayapuspasari,X,jujurly lucu banget sih ini 😭,2024-12-23 15:33:58,positif
suryatmigambira,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:12:31,positif
siraitrestu,X,ga sopan bgt ngomong gitu,2024-12-23 15:18:24,negatif
maheswaracandrakanta,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:25:54,negatif
yuniarella,X,hmm no comment deh,2024-12-23 15:53:42,netral
hildamarbun,X,ga tau mau bilang apa,2024-12-23 15:22:01,netral
rajataajiono,X,ga tau mau bilang apa,2024-12-23 15:53:09,netral
gastimaulana,X,biasa aja sih,2024-12-23 15:33:36,netral
inurdiyanti,X,waduh ini sih udah kelewat batas,2024-12-23 15:15:09,negatif
prahimah,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:54:49,positif
natsirsafina,X,ga tau mau bilang apa,2024-12-23 15:52:12,netral
megantaraedison,X,hmm no comment deh,2024-12-23 15:10:24,netral
mansurdrajat,X,gue liat ini ya udah lah ya,2024-12-23 15:58:46,netral
bahuraksaanggraini,X,biasa aja sih,2024-12-23 15:54:14,netral
dartonorahayu,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:43:16,positif
emong88,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:51:03,positif
danuadriansyah,X,bisa2 jualan es teh jd insecure 😓,2024-12-23 15:23:01,negatif
zwidiastuti,X,biar agak keras tapi niatnya baik kok,2024-12-23 15:56:49,positif
sabri54,X,waduh ini sih udah kelewat batas,2024-12-23 15:46:43,negatif
budiyantocitra,X,gw setuju sih ama omongannya gus,2024-12-23 15:14:50,positif
shakilanamaga,X,biasa aja sih,2024-12-23 15:46:52,netral
ulimandasari,X,ga tau mau bilang apa,2024-12-23 15:59:34,netral
luis32,X,waduh ini sih udah kelewat batas,2024-12-23 15:57:02,negatif
qpadmasari,X,gue liat ini ya udah lah ya,2024-12-23 15:59:05,netral
winda46,X,ni gus emg ada aja kelakuannya 😂,2024-12-23 15:08:37,positif
balidin54,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:06:23,positif
lukman16,X,waduh ini sih udah kelewat batas,2024-12-23 15:32:14,negatif
blaksmiwati,X,waduh ini sih udah kelewat batas,2024-12-23 15:26:18,negatif
ana94,X,gw setuju sih ama omongannya gus,2024-12-23 15:58:10,positif
prabu03,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:05:18,positif
pandu30,X,gus miftah harus minta maaf sih ini,2024-12-23 15:48:16,negatif
frahayu,X,"bener juga sih, kadang netizen terlalu baper",2024-12-23 15:59:38,positif
limar13,X,masih netral aja sih gw liatnya,2024-12-23 15:43:15,netral
hidayattirta,X,gue liat ini ya udah lah ya,2024-12-23 15:27:04,netral
adhiarja39,X,tergantung yg nonton juga sih,2024-12-23 15:15:23,netral
kusmawatiempluk,X,waduh ini sih udah kelewat batas,2024-12-23 15:20:02,negatif
intan50,X,waduh ini sih udah kelewat batas,2024-12-23 15:42:18,negatif
namagacahyono,X,waduh ini sih udah kelewat batas,2024-12-23 15:33:23,negatif
iagustina,X,masih netral aja sih gw liatnya,2024-12-23 15:12:45,netral
marpaunggalar,X,gus miftah harus minta maaf sih ini,2024-12-23 15:13:09,negatif
agustinaradika,X,"ga lucu, malah nyakitin hati yg jualan",2024-12-23 15:34:08,negatif
nyoman51,X,jujurly lucu banget sih ini 😭,2024-12-23 15:01:28,positif
wjanuar,X,biasa aja sih,2024-12-23 15:18:37,netral
ciaobella66,X,ga sopan bgt ngomong gitu,2024-12-23 15:14:00,negatif
mujur82,X,biasa aja sih,2024-12-23 15:43:00,netral
aslijananggriawan,X,gw setuju sih ama omongannya gus,2024-12-23 15:46:52,positif
mumpuni57,X,gus miftah harus minta maaf sih ini,2024-12-23 15:23:47,negatif
jailanidadap,X,waduh ini sih udah kelewat batas,2024-12-23 15:37:02,negatif
gatra05,X,gus miftah harus minta maaf sih ini,2024-12-23 15:32:07,negatif
gina16,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:08:27,positif
halimrika,X,ga tau mau bilang apa,2024-12-23 15:55:54,netral
santosolurhur,X,waduh ini sih udah kelewat batas,2024-12-23 15:55:39,negatif
makuta12,X,"ceramahnya tetep dapet kok, relax aja guys",2024-12-23 15:47:00,positif
pradanaian,X,ceramah apaan malah ngehina,2024-12-23 15:25:52,negatif
anomsusanti,X,masih netral aja sih gw liatnya,2024-12-23 15:43:59,netral
eminmulyani,X,gw setuju sih ama omongannya gus,2024-12-23 15:42:08,positif
